iso_code,date,unemployment_rate_idx
PAN,2021-01-05,1.2222222222222214
PAN,2021-01-06,1.232666666666666
PAN,2021-01-07,1.2431111111111102
PAN,2021-01-08,1.2535555555555546
PAN,2021-01-09,1.2639999999999991
PAN,2021-01-10,1.2744444444444436
PAN,2021-01-11,1.284888888888888
PAN,2021-01-12,1.2953333333333326
PAN,2021-01-13,1.305777777777777
PAN,2021-01-14,1.3162222222222215
PAN,2021-01-15,1.326666666666666
PAN,2021-01-16,1.3371111111111105
PAN,2021-01-17,1.3475555555555547
PAN,2021-01-18,1.3579999999999992
PAN,2021-01-19,1.3684444444444437
PAN,2021-01-20,1.3788888888888882
PAN,2021-01-21,1.3893333333333326
PAN,2021-01-22,1.3997777777777771
PAN,2021-01-23,1.4102222222222216
PAN,2021-01-24,1.420666666666666
PAN,2021-01-25,1.4311111111111106
PAN,2021-01-26,1.441555555555555
PAN,2021-01-27,1.4519999999999995
PAN,2021-01-28,1.462444444444444
PAN,2021-01-29,1.4728888888888885
PAN,2021-01-30,1.483333333333333
PAN,2021-01-31,1.4937777777777772
PAN,2021-02-01,1.5042222222222217
PAN,2021-02-02,1.5146666666666662
PAN,2021-02-03,1.5251111111111106
PAN,2021-02-04,1.5355555555555551
PAN,2021-02-05,1.5459999999999996
PAN,2021-02-06,1.556444444444444
PAN,2021-02-07,1.5668888888888886
PAN,2021-02-08,1.577333333333333
PAN,2021-02-09,1.5877777777777773
PAN,2021-02-10,1.5982222222222218
PAN,2021-02-11,1.6086666666666662
PAN,2021-02-12,1.6191111111111107
PAN,2021-02-13,1.6295555555555552
PAN,2021-02-14,1.6399999999999997
PAN,2021-02-15,1.6504444444444442
PAN,2021-02-16,1.6608888888888886
PAN,2021-02-17,1.6713333333333331
PAN,2021-02-18,1.6817777777777776
PAN,2021-02-19,1.692222222222222
PAN,2021-02-20,1.7026666666666666
PAN,2021-02-21,1.713111111111111
PAN,2021-02-22,1.7235555555555555
PAN,2021-02-23,1.734
PAN,2021-02-24,1.7444444444444445
PAN,2021-02-25,1.7548888888888887
PAN,2021-02-26,1.7653333333333332
PAN,2021-02-27,1.7757777777777777
PAN,2021-02-28,1.7862222222222222
PAN,2021-03-01,1.7966666666666666
PAN,2021-03-02,1.8071111111111111
PAN,2021-03-03,1.8175555555555554
PAN,2021-03-04,1.8279999999999998
PAN,2021-03-05,1.8384444444444443
PAN,2021-03-06,1.8488888888888888
PAN,2021-03-07,1.8593333333333333
PAN,2021-03-08,1.8697777777777778
PAN,2021-03-09,1.8802222222222222
PAN,2021-03-10,1.8906666666666667
PAN,2021-03-11,1.9011111111111112
PAN,2021-03-12,1.9115555555555557
PAN,2021-03-13,1.9220000000000002
PAN,2021-03-14,1.9324444444444446
PAN,2021-03-15,1.942888888888889
PAN,2021-03-16,1.9533333333333336
PAN,2021-03-17,1.963777777777778
